Temperature,Forecast,WindSpeed,WindDirection,Precipitation,Pressure,From,To
17,Rain,1.4,117.0,1.9,998.2,2015-04-27T14:00:00,2015-04-27T20:00:00
13,Rain,4.0,315.7,1.1,998.0,2015-04-27T20:00:00,2015-04-28T02:00:00
7,Light rain,7.1,326.1,0.6,1002.8,2015-04-28T02:00:00,2015-04-28T08:00:00
6,Cloudy,5.7,311.4,0.0,1007.6,2015-04-28T08:00:00,2015-04-28T14:00:00
10,Cloudy,5.5,311.0,0.0,1010.7,2015-04-28T14:00:00,2015-04-28T20:00:00
9,Cloudy,3.7,307.2,0.0,1012.5,2015-04-28T20:00:00,2015-04-29T02:00:00
6,Clear sky,2.7,285.0,0.0,1014.1,2015-04-29T02:00:00,2015-04-29T08:00:00
6,Partly cloudy,5.1,285.5,0.0,1016.2,2015-04-29T08:00:00,2015-04-29T14:00:00
12,Fair,5.1,272.8,0.2,1016.3,2015-04-29T14:00:00,2015-04-29T20:00:00
9,Cloudy,2.1,210.3,0.0,1014.5,2015-04-29T20:00:00,2015-04-30T02:00:00
7,Partly cloudy,3.7,193.1,0.0,1013.5,2015-04-30T02:00:00,2015-04-30T08:00:00
7,Cloudy,2.7,199.9,0.5,1012.0,2015-04-30T08:00:00,2015-04-30T14:00:00
12,Rain,2.6,205.1,4.1,1010.4,2015-04-30T14:00:00,2015-04-30T20:00:00
10,Cloudy,3.6,22.2,0.0,1008.4,2015-04-30T20:00:00,2015-05-01T02:00:00
8,Cloudy,4.8,54.9,0.5,1005.7,2015-05-01T02:00:00,2015-05-01T08:00:00
7,Light rain,3.5,31.3,0.5,1004.1,2015-05-01T08:00:00,2015-05-01T14:00:00
13,Rain,4.6,325.0,1.6,1004.3,2015-05-01T14:00:00,2015-05-01T20:00:00
6,Heavy rain,6.5,335.1,6.8,1006.6,2015-05-01T20:00:00,2015-05-02T02:00:00
5,Rain,6.7,338.1,2.5,1008.1,2015-05-02T02:00:00,2015-05-02T08:00:00
4,Cloudy,6.1,320.8,0.0,1009.8,2015-05-02T08:00:00,2015-05-02T14:00:00
9,Cloudy,7.6,323.6,0.0,1010.1,2015-05-02T14:00:00,2015-05-02T20:00:00
8,Cloudy,4.2,315.4,0.0,1010.5,2015-05-02T20:00:00,2015-05-03T02:00:00
4,Clear sky,3.3,281.2,0.0,1011.4,2015-05-03T02:00:00,2015-05-03T08:00:00
5,Partly cloudy,4.4,251.5,0.3,1011.8,2015-05-03T08:00:00,2015-05-03T14:00:00
11,Partly cloudy,4.9,256.4,0.0,1011.1,2015-05-03T14:00:00,2015-05-03T20:00:00
8,Cloudy,2.4,188.3,0.0,1011.0,2015-05-03T20:00:00,2015-05-04T02:00:00
17,Clear sky,3.9,238.2,0.0,1012.9,2015-04-24T13:00:00,2015-04-24T14:00:00
18,Clear sky,4.5,232.7,0.0,1012.4,2015-04-24T14:00:00,2015-04-24T15:00:00
19,Fair,5.5,237.9,0.0,1011.7,2015-04-24T15:00:00,2015-04-24T16:00:00
20,Partly cloudy,6.3,247.7,0.0,1011.1,2015-04-24T16:00:00,2015-04-24T17:00:00
20,Partly cloudy,5.9,250.5,0.0,1010.8,2015-04-24T17:00:00,2015-04-24T18:00:00
20,Partly cloudy,5.5,248.6,0.0,1010.5,2015-04-24T18:00:00,2015-04-24T19:00:00
19,Cloudy,5.3,245.5,0.0,1010.4,2015-04-24T19:00:00,2015-04-24T20:00:00
18,Fair,3.9,232.4,0.0,1010.2,2015-04-24T20:00:00,2015-04-24T21:00:00
16,Fair,3.3,215.9,0.0,1010.2,2015-04-24T21:00:00,2015-04-24T22:00:00
15,Partly cloudy,3.9,200.0,0.0,1010.3,2015-04-24T22:00:00,2015-04-24T23:00:00
14,Fair,4.6,196.8,0.0,1010.2,2015-04-24T23:00:00,2015-04-25T00:00:00
13,Fair,4.8,198.9,0.0,1010.3,2015-04-25T00:00:00,2015-04-25T01:00:00
13,Clear sky,5.0,203.1,0.0,1010.1,2015-04-25T01:00:00,2015-04-25T02:00:00
12,Fair,5.1,203.9,0.0,1009.8,2015-04-25T02:00:00,2015-04-25T03:00:00
11,Fair,4.9,204.4,0.0,1009.7,2015-04-25T03:00:00,2015-04-25T04:00:00
11,Fair,4.7,205.3,0.0,1009.4,2015-04-25T04:00:00,2015-04-25T05:00:00
10,Fair,4.4,201.7,0.0,1009.1,2015-04-25T05:00:00,2015-04-25T06:00:00
10,Fair,4.5,198.0,0.0,1009.1,2015-04-25T06:00:00,2015-04-25T07:00:00
10,Partly cloudy,4.6,194.6,0.0,1009.1,2015-04-25T07:00:00,2015-04-25T08:00:00
11,Partly cloudy,4.9,194.0,0.0,1008.9,2015-04-25T08:00:00,2015-04-25T09:00:00
14,Cloudy,5.5,199.4,0.0,1008.7,2015-04-25T09:00:00,2015-04-25T10:00:00
16,Cloudy,5.6,201.9,0.0,1008.4,2015-04-25T10:00:00,2015-04-25T11:00:00
18,Cloudy,5.9,204.0,0.0,1008.1,2015-04-25T11:00:00,2015-04-25T12:00:00
20,Cloudy,6.3,200.2,0.0,1007.7,2015-04-25T12:00:00,2015-04-25T13:00:00
22,Cloudy,7.0,207.6,0.0,1007.3,2015-04-25T13:00:00,2015-04-25T14:00:00
22,Cloudy,7.2,212.7,0.0,1007.0,2015-04-25T14:00:00,2015-04-25T15:00:00
22,Cloudy,6.9,214.4,0.0,1006.3,2015-04-25T15:00:00,2015-04-25T16:00:00
22,Cloudy,6.6,216.3,0.0,1005.5,2015-04-25T16:00:00,2015-04-25T17:00:00
22,Cloudy,6.6,220.2,0.0,1005.2,2015-04-25T17:00:00,2015-04-25T18:00:00
22,Cloudy,5.8,226.9,0.0,1004.9,2015-04-25T18:00:00,2015-04-25T19:00:00
21,Cloudy,4.7,221.3,0.1,1004.9,2015-04-25T19:00:00,2015-04-25T20:00:00
20,Cloudy,3.0,214.2,0.1,1004.8,2015-04-25T20:00:00,2015-04-25T21:00:00
19,Cloudy,3.8,206.3,0.0,1005.0,2015-04-25T21:00:00,2015-04-25T22:00:00
18,Cloudy,4.7,204.3,0.0,1005.1,2015-04-25T22:00:00,2015-04-25T23:00:00
17,Cloudy,4.7,229.6,0.1,1005.3,2015-04-25T23:00:00,2015-04-26T00:00:00
16,Light rain,3.5,252.0,0.2,1005.4,2015-04-26T00:00:00,2015-04-26T01:00:00
16,Light rain,3.0,255.9,0.2,1005.6,2015-04-26T01:00:00,2015-04-26T02:00:00
16,Light rain,2.8,271.9,0.2,1005.7,2015-04-26T02:00:00,2015-04-26T03:00:00
15,Light rain,2.5,295.4,0.2,1005.9,2015-04-26T03:00:00,2015-04-26T04:00:00
15,Rain,2.1,309.9,0.4,1006.0,2015-04-26T04:00:00,2015-04-26T05:00:00
15,Light rain,2.5,305.9,0.2,1006.2,2015-04-26T05:00:00,2015-04-26T06:00:00
15,Cloudy,1.3,319.4,0.1,1006.3,2015-04-26T06:00:00,2015-04-26T07:00:00
15,Cloudy,1.8,289.2,0.0,1006.6,2015-04-26T07:00:00,2015-04-26T08:00:00
15,Cloudy,1.3,267.5,0.1,1006.7,2015-04-26T08:00:00,2015-04-26T09:00:00
15,Rain,1.1,238.5,0.5,1006.7,2015-04-26T09:00:00,2015-04-26T10:00:00
16,Rain,1.3,205.1,0.7,1007.0,2015-04-26T10:00:00,2015-04-26T11:00:00
17,Rain showers,1.9,195.7,0.4,1006.9,2015-04-26T11:00:00,2015-04-26T12:00:00
18,Light rain,2.6,206.6,0.2,1006.7,2015-04-26T12:00:00,2015-04-26T13:00:00
18,Cloudy,1.3,250.5,0.0,1016.9,2015-04-24T15:00:00,2015-04-24T18:00:00
17,Partly cloudy,1.1,104.1,0.0,1016.2,2015-04-24T18:00:00,2015-04-25T00:00:00
11,Partly cloudy,0.6,274.7,0.0,1017.7,2015-04-25T00:00:00,2015-04-25T06:00:00
8,Rain,1.0,248.7,1.1,1018.2,2015-04-25T06:00:00,2015-04-25T12:00:00
16,Light rain showers,0.8,22.3,0.7,1018.0,2015-04-25T12:00:00,2015-04-25T18:00:00
14,Clear sky,1.8,116.0,0.0,1016.0,2015-04-25T18:00:00,2015-04-26T00:00:00
10,Clear sky,0.6,236.7,0.0,1017.1,2015-04-26T00:00:00,2015-04-26T06:00:00
7,Clear sky,0.7,296.6,0.0,1016.2,2015-04-26T06:00:00,2015-04-26T12:00:00
17,Partly cloudy,0.4,116.0,0.0,1015.3,2015-04-26T12:00:00,2015-04-26T18:00:00
19,Cloudy,0.3,54.4,0.0,1012.0,2015-04-26T18:00:00,2015-04-27T00:00:00
14,Partly cloudy,2.2,138.6,0.0,1012.1,2015-04-26T21:00:00,2015-04-27T03:00:00
9,Partly cloudy,0.9,65.1,0.0,1013.7,2015-04-27T03:00:00,2015-04-27T09:00:00
13,Partly cloudy,0.5,67.6,0.0,1013.6,2015-04-27T09:00:00,2015-04-27T15:00:00
22,Cloudy,1.7,201.9,0.0,1010.2,2015-04-27T15:00:00,2015-04-27T21:00:00
15,Partly cloudy,2.0,138.7,0.0,1009.5,2015-04-27T21:00:00,2015-04-28T03:00:00
12,Cloudy,0.9,78.6,0.4,1008.2,2015-04-28T03:00:00,2015-04-28T09:00:00
14,Rain showers,1.1,95.3,1.4,1006.5,2015-04-28T09:00:00,2015-04-28T15:00:00
18,Rain showers,4.8,224.9,1.1,1004.1,2015-04-28T15:00:00,2015-04-28T21:00:00
12,Light rain showers,3.9,259.1,0.6,1005.9,2015-04-28T21:00:00,2015-04-29T03:00:00
7,Partly cloudy,1.0,274.5,0.0,1007.3,2015-04-29T03:00:00,2015-04-29T09:00:00
10,Fair,5.3,296.7,0.0,1011.4,2015-04-29T09:00:00,2015-04-29T15:00:00
12,Fair,5.7,295.0,0.0,1013.8,2015-04-29T15:00:00,2015-04-29T21:00:00
7,Clear sky,3.0,281.7,0.0,1017.4,2015-04-29T21:00:00,2015-04-30T03:00:00
4,Clear sky,2.2,252.7,0.0,1019.6,2015-04-30T03:00:00,2015-04-30T09:00:00
8,Fair,3.3,278.1,0.0,1020.5,2015-04-30T09:00:00,2015-04-30T15:00:00
14,Fair,1.6,290.7,0.0,1018.1,2015-04-30T15:00:00,2015-04-30T21:00:00
10,Partly cloudy,2.5,132.9,0.0,1016.6,2015-04-30T21:00:00,2015-05-01T03:00:00
7,Partly cloudy,2.1,116.2,0.0,1017.0,2015-05-01T03:00:00,2015-05-01T09:00:00
10,Cloudy,3.8,114.1,0.0,1016.6,2015-05-01T09:00:00,2015-05-01T15:00:00
17,Fair,5.1,121.5,0.0,1011.0,2015-05-01T15:00:00,2015-05-01T21:00:00
14,Partly cloudy,2.5,118.2,0.0,1006.2,2015-05-01T21:00:00,2015-05-02T03:00:00
8,Partly cloudy,2.8,129.2,0.0,1005.9,2015-05-02T03:00:00,2015-05-02T09:00:00
12,Heavy rain,1.8,109.9,5.2,1005.4,2015-05-02T09:00:00,2015-05-02T15:00:00
14,Heavy rain showers,0.4,268.4,6.6,1005.8,2015-05-02T15:00:00,2015-05-02T21:00:00
10,Rain showers,2.2,274.2,1.4,1007.2,2015-05-02T21:00:00,2015-05-03T03:00:00
5,Partly cloudy,1.2,281.6,0.0,1009.8,2015-05-03T03:00:00,2015-05-03T09:00:00
7,Fair,3.6,285.2,0.0,1014.3,2015-05-03T09:00:00,2015-05-03T15:00:00
13,Fair,4.0,301.7,0.0,1012.9,2015-05-03T15:00:00,2015-05-03T21:00:00
8,Partly cloudy,2.3,287.2,0.0,1016.4,2015-05-03T21:00:00,2015-05-04T03:00:00
18,Cloudy,1.3,250.5,0.0,1016.9,2015-04-24T15:00:00,2015-04-24T18:00:00
17,Partly cloudy,1.1,104.1,0.0,1016.2,2015-04-24T18:00:00,2015-04-24T21:00:00
13,Cloudy,1.1,86.2,0.0,1017.1,2015-04-24T21:00:00,2015-04-25T00:00:00
11,Partly cloudy,0.6,274.7,0.0,1017.7,2015-04-25T00:00:00,2015-04-25T03:00:00
9,Cloudy,1.2,264.1,0.0,1017.8,2015-04-25T03:00:00,2015-04-25T06:00:00
8,Rain,1.0,248.7,1.0,1018.2,2015-04-25T06:00:00,2015-04-25T09:00:00
11,Cloudy,0.4,234.0,0.0,1019.1,2015-04-25T09:00:00,2015-04-25T12:00:00
16,Light rain showers,0.8,22.3,0.4,1018.0,2015-04-25T12:00:00,2015-04-25T15:00:00
17,Light rain showers,0.2,152.6,0.3,1016.1,2015-04-25T15:00:00,2015-04-25T18:00:00
14,Clear sky,1.8,116.0,0.0,1016.0,2015-04-25T18:00:00,2015-04-25T21:00:00
13,Clear sky,0.6,88.4,0.0,1016.3,2015-04-25T21:00:00,2015-04-26T00:00:00
10,Clear sky,0.6,236.7,0.0,1017.1,2015-04-26T00:00:00,2015-04-26T03:00:00
8,Clear sky,0.5,260.8,0.0,1016.5,2015-04-26T03:00:00,2015-04-26T06:00:00
7,Clear sky,0.7,296.6,0.0,1016.2,2015-04-26T06:00:00,2015-04-26T09:00:00
12,Clear sky,0.3,281.6,0.0,1017.0,2015-04-26T09:00:00,2015-04-26T12:00:00
17,Partly cloudy,0.4,116.0,0.0,1015.3,2015-04-26T12:00:00,2015-04-26T15:00:00
